id,language,buggy_code,fixed_code,description,label,time_to_fix,complexity_score,lines_of_code,bug_type,severity_level,date_reported,date_fixed,fix_status,developer_id
294,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,150,6.3,45,Security,Critical,2024-06-09,2024-12-05,Verified,1181
295,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,233,9.6,13,Performance,Low,2022-05-29,2020-06-06,Pending,1955
296,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,248,6.26,12,Compilation,Medium,2022-02-17,2022-05-05,In-Progress,4656
297,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,201,8.7,36,Runtime,Medium,2020-04-04,2023-12-09,Fixed,1834
298,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,255,3.15,45,Logic,High,2022-04-25,2021-12-18,In-Progress,3248
299,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,23,1.04,8,Performance,Medium,2023-03-24,2020-03-28,Verified,4442
300,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,133,3.37,21,Security,Critical,2021-08-08,2023-04-01,Pending,2470
301,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,23,7.74,5,Security,Low,2023-07-29,2023-07-06,In-Progress,3830
302,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,262,5.96,50,Syntax,High,2023-05-12,2023-02-20,Verified,1136
303,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,215,6.13,15,Performance,Critical,2023-07-18,2021-06-30,In-Progress,4820
304,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,157,4.34,34,Compilation,Low,2024-06-24,2022-10-16,In-Progress,2545
305,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,14,7.0,12,Runtime,Low,2020-07-19,2021-07-27,Fixed,2874
306,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,206,8.73,13,Security,High,2021-05-01,2020-02-27,Verified,4183
307,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,205,2.61,26,Runtime,High,2021-04-09,2021-05-16,Verified,1992
308,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,277,3.45,48,Compilation,Low,2020-12-31,2022-11-08,In-Progress,3053
309,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,252,5.11,12,Performance,Medium,2020-10-03,2024-05-01,Verified,2967
310,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,160,5.23,15,Syntax,Medium,2022-05-04,2024-09-02,Pending,3938
311,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,274,5.68,25,Syntax,High,2022-12-05,2023-11-17,Verified,1569
312,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,215,9.82,34,Compilation,Medium,2022-05-12,2023-03-23,Verified,4833
313,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,137,8.72,18,Compilation,Critical,2021-03-10,2020-03-02,Pending,2268
314,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,236,9.6,33,Security,Medium,2020-07-10,2023-02-04,Verified,2891
315,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,23,3.78,11,Runtime,Low,2021-06-18,2021-11-02,Fixed,4146
316,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,123,4.32,40,Performance,Low,2021-05-31,2022-01-25,Pending,1874
317,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,238,7.67,39,Logic,Medium,2024-10-17,2024-09-11,Pending,1581
318,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,237,9.8,36,Performance,Critical,2023-11-04,2021-08-28,Fixed,2287
319,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,197,4.96,30,Performance,High,2024-05-20,2021-09-26,Fixed,4354
320,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,204,9.84,15,Syntax,Critical,2020-11-07,2023-11-22,Fixed,2227
321,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,272,3.89,15,Compilation,Medium,2021-09-03,2022-08-16,Verified,1938
322,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,233,1.82,24,Performance,Critical,2022-04-07,2023-09-01,Verified,2018
323,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,19,6.74,25,Compilation,Critical,2023-05-21,2023-04-16,In-Progress,1630
324,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,18,9.74,5,Performance,Medium,2024-03-25,2023-04-29,Pending,2038
325,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,249,3.89,26,Security,Medium,2023-06-27,2023-08-17,In-Progress,4553
326,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,286,9.7,46,Security,Low,2021-05-16,2024-08-09,In-Progress,1249
327,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,26,3.57,33,Logic,High,2023-02-17,2021-09-09,Pending,3877
328,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,291,1.57,48,Performance,High,2022-10-31,2021-02-19,Pending,1826
329,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,220,3.69,50,Compilation,Critical,2021-10-21,2021-01-16,Verified,1312
330,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,197,7.66,34,Runtime,High,2020-02-05,2021-11-19,Fixed,2355
331,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,97,1.27,23,Security,Critical,2024-06-19,2022-11-13,Pending,4524
332,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,214,3.62,10,Compilation,Low,2022-02-04,2023-10-06,Pending,2690
333,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,121,5.3,38,Security,Medium,2022-04-17,2020-12-19,Fixed,4895
334,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,81,2.27,11,Performance,Low,2022-08-23,2020-08-21,Verified,2938
335,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,145,1.28,45,Logic,Low,2023-08-21,2020-11-18,Verified,1208
336,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,120,7.14,5,Logic,Medium,2022-05-29,2020-08-28,Verified,2336
337,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,125,4.47,11,Performance,Medium,2024-06-23,2020-10-25,In-Progress,3130
338,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,174,4.75,21,Security,Critical,2020-01-21,2024-01-20,Verified,1402
339,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,270,7.61,19,Runtime,Medium,2024-07-20,2022-03-12,Pending,3741
340,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,203,7.67,49,Runtime,Medium,2020-06-19,2022-01-04,Pending,3960
341,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,196,1.98,39,Syntax,Low,2024-12-31,2022-06-18,Fixed,2530
342,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,32,9.38,40,Syntax,Medium,2020-02-27,2023-01-03,In-Progress,3390
343,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,146,1.96,7,Logic,High,2021-10-30,2021-01-29,Fixed,1936
344,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,235,4.86,14,Compilation,Critical,2021-01-17,2022-09-25,Pending,4079
345,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,130,5.53,18,Compilation,Medium,2024-07-16,2024-06-19,In-Progress,1489
346,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,66,4.1,15,Syntax,High,2023-10-22,2021-06-05,Verified,2037
347,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,68,8.68,10,Syntax,Medium,2023-07-15,2024-04-01,Fixed,2233
348,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,115,9.1,36,Logic,Medium,2024-02-28,2024-03-21,Verified,4322
349,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,152,7.99,18,Compilation,Critical,2024-06-08,2020-01-20,Fixed,2785
350,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,144,2.24,42,Performance,Critical,2023-04-09,2020-05-02,In-Progress,3759
351,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,227,1.55,42,Logic,Critical,2021-01-12,2021-04-20,Pending,2161
352,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,18,7.5,50,Compilation,High,2024-09-18,2024-12-10,In-Progress,2702
353,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,140,3.54,10,Compilation,Low,2023-07-27,2021-03-08,Pending,2228
354,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,102,2.21,18,Runtime,Low,2022-11-30,2024-04-25,Fixed,2201
355,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,203,2.42,26,Logic,Medium,2021-09-09,2022-08-26,Pending,4441
356,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,200,8.82,44,Security,Low,2024-04-05,2023-04-26,In-Progress,1314
357,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,269,1.67,24,Syntax,High,2024-07-03,2024-11-08,Fixed,1319
358,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,99,2.15,48,Compilation,High,2021-07-19,2023-02-03,Pending,3465
359,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,214,9.12,29,Performance,Critical,2023-06-28,2021-06-30,Pending,2669
360,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,116,3.74,5,Performance,Critical,2022-11-14,2020-08-29,In-Progress,4457
361,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,132,1.56,50,Runtime,High,2022-12-27,2024-03-20,Fixed,3073
362,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,180,3.22,18,Runtime,Medium,2023-11-25,2024-07-12,Verified,2029
363,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,217,5.64,44,Logic,Critical,2024-08-26,2022-10-18,Fixed,1151
364,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,202,5.22,10,Performance,Low,2023-07-25,2022-05-20,Fixed,1154
365,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,219,4.07,20,Logic,Low,2024-10-16,2021-08-30,Pending,2724
366,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,76,1.69,7,Security,Low,2023-06-24,2024-07-31,Pending,4142
367,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,153,5.17,8,Performance,Medium,2023-04-12,2023-09-29,Pending,1498
368,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,278,8.62,37,Compilation,Low,2020-06-22,2021-07-25,Verified,1851
369,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,119,2.81,30,Runtime,Critical,2020-08-27,2020-02-02,Pending,1832
370,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,271,4.28,46,Compilation,Critical,2020-06-28,2020-11-10,Verified,3845
371,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,230,1.06,46,Logic,Low,2020-11-19,2022-10-28,In-Progress,2161
372,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,254,4.79,49,Syntax,Medium,2021-07-27,2023-10-24,Pending,1899
373,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,56,5.93,41,Syntax,Medium,2020-06-07,2021-01-12,Pending,1854
374,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,251,4.44,12,Security,Critical,2020-02-14,2020-08-21,Pending,2829
375,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,205,1.44,38,Compilation,High,2024-04-10,2022-07-31,Fixed,3591
376,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,141,8.06,26,Logic,Medium,2022-04-09,2022-05-18,Pending,1836
377,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,278,4.51,19,Security,Medium,2020-10-15,2023-07-16,Pending,3978
378,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,232,6.5,5,Logic,Critical,2023-11-04,2022-05-25,Verified,2893
379,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,161,5.65,47,Security,Low,2024-12-14,2024-03-01,Verified,4091
380,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,104,8.87,5,Runtime,Critical,2020-08-16,2024-03-09,Verified,1883
381,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,60,9.25,26,Security,Low,2021-01-25,2023-03-18,Verified,2709
382,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,286,3.71,21,Syntax,High,2024-04-07,2020-02-22,Verified,3250
383,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,222,6.51,18,Compilation,Medium,2021-08-25,2024-02-07,Fixed,2076
384,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,208,1.8,50,Runtime,Medium,2024-11-24,2022-11-19,Pending,2262
385,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,130,1.01,23,Logic,High,2023-05-02,2021-12-16,Fixed,3293
386,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,249,5.85,13,Compilation,Medium,2020-04-27,2020-10-18,In-Progress,3163
387,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,202,2.23,27,Logic,Critical,2021-04-12,2020-05-03,In-Progress,3017
388,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,166,5.52,47,Performance,Critical,2022-04-22,2020-01-19,Fixed,1579
389,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,166,5.08,18,Compilation,High,2023-10-30,2020-01-15,Verified,3954
390,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,283,4.75,25,Performance,High,2021-03-22,2021-09-20,Pending,1524
391,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,227,5.07,50,Syntax,Critical,2023-06-20,2020-07-29,Pending,3082
392,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,109,4.88,27,Syntax,Low,2023-10-22,2022-12-13,Pending,1093
393,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,67,4.25,28,Security,Medium,2023-10-26,2023-10-12,Fixed,3589
394,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,289,7.01,10,Logic,Medium,2023-09-28,2022-07-17,Verified,2414
395,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,195,1.04,40,Syntax,High,2022-09-19,2024-03-19,Fixed,4217
396,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,103,1.06,6,Compilation,Medium,2022-07-04,2023-12-01,Pending,4763
397,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,14,5.61,6,Performance,Critical,2023-05-21,2024-08-18,Pending,3757
398,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,51,1.29,27,Compilation,Medium,2022-02-20,2024-06-24,Verified,3257
399,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,289,1.79,21,Syntax,Critical,2020-05-29,2020-10-29,Verified,3462
400,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,23,8.3,9,Logic,High,2024-03-29,2024-06-04,Verified,1196
401,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,45,3.74,6,Security,Critical,2023-09-24,2020-04-18,Fixed,4509
402,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,262,4.32,29,Logic,Medium,2024-01-17,2020-02-10,Verified,4272
403,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,209,8.87,41,Compilation,Medium,2022-10-10,2020-06-24,In-Progress,3363
404,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,156,2.85,50,Security,Critical,2024-01-14,2022-09-11,In-Progress,3448
405,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,262,8.32,25,Syntax,Low,2022-01-26,2024-01-12,Pending,2482
406,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,118,1.96,30,Security,Medium,2020-05-12,2024-12-23,Fixed,1856
407,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,25,8.89,17,Security,Low,2023-09-27,2020-07-11,Pending,2268
408,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,118,1.65,37,Runtime,Medium,2021-03-24,2022-03-08,Verified,3428
409,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,126,3.36,40,Compilation,Medium,2021-11-12,2023-09-02,In-Progress,1037
410,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,241,3.57,29,Runtime,Critical,2022-01-02,2020-04-08,Pending,3003
411,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,30,9.42,13,Performance,Low,2022-06-08,2020-01-01,In-Progress,3772
412,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,253,1.12,13,Performance,Medium,2021-03-31,2021-06-20,In-Progress,1786
413,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,111,2.33,10,Logic,Medium,2020-07-09,2022-09-15,Pending,4009
414,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,113,9.87,8,Syntax,High,2023-10-05,2024-08-29,Fixed,4875
415,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,213,9.18,24,Security,Low,2020-12-17,2021-11-10,In-Progress,2561
416,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,295,4.81,22,Performance,High,2020-12-04,2021-10-06,Pending,4478
417,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,112,3.85,38,Compilation,Medium,2024-05-31,2020-12-24,Verified,1683
418,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,192,9.01,47,Compilation,Critical,2023-11-26,2024-12-28,In-Progress,1454
419,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,97,6.1,37,Runtime,Medium,2023-08-05,2020-06-15,Fixed,1503
420,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,287,4.88,11,Compilation,Medium,2023-06-30,2024-07-22,Verified,1240
421,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,89,7.43,39,Performance,Critical,2021-07-25,2020-01-25,Pending,3538
422,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,148,2.93,29,Compilation,Medium,2023-12-17,2022-11-22,Fixed,4582
423,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,273,9.11,8,Logic,Critical,2024-07-29,2022-06-03,Fixed,2836
424,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,256,7.93,7,Logic,High,2023-09-21,2021-01-16,Pending,4474
425,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,82,8.18,31,Security,Low,2020-09-23,2021-11-07,Verified,4224
426,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,134,1.08,21,Security,Low,2023-10-27,2024-03-21,Verified,1356
427,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,106,9.32,24,Runtime,High,2021-06-22,2020-01-09,Verified,1160
428,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,254,7.45,22,Logic,Medium,2021-01-13,2022-03-12,Fixed,3672
429,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,240,7.98,32,Security,Medium,2024-11-05,2021-01-17,In-Progress,1566
430,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,30,1.68,17,Runtime,Medium,2020-02-08,2023-10-11,Pending,4184
431,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,208,2.07,49,Compilation,High,2021-06-20,2024-12-22,Fixed,1868
432,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,250,7.1,28,Performance,Medium,2023-01-07,2021-04-01,Fixed,4765
433,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,77,6.34,21,Runtime,Medium,2023-02-19,2020-05-09,Verified,1029
434,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,221,1.86,42,Security,Medium,2021-08-25,2023-05-05,Pending,4019
435,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,282,6.72,8,Logic,Low,2023-01-26,2022-02-24,Fixed,1480
436,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,63,1.36,22,Syntax,Medium,2021-05-23,2021-12-08,Pending,1099
437,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,215,2.96,10,Performance,Low,2020-12-20,2023-05-13,Verified,2145
438,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,117,4.08,39,Performance,Critical,2022-10-28,2020-11-20,In-Progress,2994
439,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,142,7.78,19,Performance,Low,2022-01-22,2024-04-11,In-Progress,2101
440,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,24,8.03,48,Syntax,High,2021-04-22,2023-11-08,Fixed,1484
441,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,218,1.93,40,Syntax,High,2020-05-07,2024-10-24,Pending,1937
442,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,188,4.3,32,Performance,High,2023-01-02,2023-02-19,Fixed,1955
443,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,261,9.39,49,Logic,High,2024-07-28,2021-07-04,In-Progress,4469
